Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2007","2007","%","45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2008","2008","%","45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2009","2009","%","45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2010","2010","%","45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2011","2011","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2012","2012","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2013","2013","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2014","2014","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2015","2015","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2016","2016","%","46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2017","2017","%","47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2019","2019","%","47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2020","2020","%","47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2021","2021","%","48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2022","2022","%","48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","86","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","86","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","87","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","90","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","90","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","90","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","91","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","91","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","92","X","Figure from international organizations",""
